,Disease,Disease Type,Year,Week,Current Year,Previous Year,Median Previous 5 Years,Cumulative Current Year,Cumulative Previous Year,Cumulative Median Previous 5 Years
308,Acute hepatitis C,OTHER DISEASES,2023,8,0,0,0,0,2,2
309,Botulism^,OTHER DISEASES,2023,8,0,0,0,0,0,0
310,Suspect cases tested,MERS-CoV,2023,8,7,0,,75,1,
311,Other patients tested,MERS-CoV,2023,8,2,0,,24,1,
312,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,9,1,0,0,9,1,6
313,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,9,2,0,1,15,4,9
314,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,9,3,14,10,75,133,78
315,Cholera,FOOD/WATER-BORNE DISEASES,2023,9,0,0,0,0,0,0
316,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,9,0,0,0,5,2,4
317,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,9,0,0,0,0,0,0
318,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,9,21,25,32,199,180,217
319,Typhoid,FOOD/WATER-BORNE DISEASES,2023,9,0,2,1,16,10,10
320,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,9,0,0,0,4,0,1
321,Dengue Fever,VECTOR-BORNE DISEASES,2023,9,112,263,156,1860,1589,1589
322,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,9,0,0,1,2,7,7
323,Japanese Encephalitis^,VECTOR-BORNE DISEASES,2023,9,0,0,0,0,0,2
324,Leptospirosis^,VECTOR-BORNE DISEASES,2023,9,0,0,0,10,6,6
325,Malaria,VECTOR-BORNE DISEASES,2023,9,0,0,0,2,1,4
326,Murine Typhus^,VECTOR-BORNE DISEASES,2023,9,0,0,0,1,4,2
327,Nipah virus infection,VECTOR-BORNE DISEASES,2023,9,0,0,0,0,0,0
328,Plague,VECTOR-BORNE DISEASES,2023,9,0,0,0,0,0,0
329,Yellow Fever,VECTOR-BORNE DISEASES,2023,9,0,0,0,0,0,0
330,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,9,0,0,0,0,0,1
331,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,9,0,0,0,0,0,0
332,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,9,0,0,0,0,0,0
333,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,9,0,0,0,0,0,0
334,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,9,0,0,0,0,0,0
335,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,9,1,0,0,7,4,2
336,Measles,AIR/DROPLET-BORNE DISEASES,2023,9,0,0,0,3,0,7
337,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,9,0,2,0,4,9,8
338,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,9,0,0,0,1,1,2
339,Mpox,AIR/DROPLET-BORNE DISEASES,2023,9,0,0,,2,0,
340,Mumps,AIR/DROPLET-BORNE DISEASES,2023,9,2,0,6,31,17,71
341,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,9,0,0,0,2,0,4
342,Pneumococcal Disease (invasive),AIR/DROPLET-BORNE DISEASES,2023,9,1,0,2,24,4,23
343,Rubella,AIR/DROPLET-BORNE DISEASES,2023,9,0,0,0,0,0,0
344,Severe acute respiratory syndrome,AIR/DROPLET-BORNE DISEASES,2023,9,0,0,0,0,0,0
345,Tetanus^,AIR/DROPLET-BORNE DISEASES,2023,9,0,0,0,0,0,0
346,Acute hepatitis B,OTHER DISEASES,2023,9,0,1,1,5,6,7
347,Acute hepatitis C,OTHER DISEASES,2023,9,0,0,0,0,2,3
348,Botulism^,OTHER DISEASES,2023,9,0,0,0,0,0,0
349,Suspect cases tested,MERS-CoV,2023,9,9,0,,84,1,
350,Other patients tested,MERS-CoV,2023,9,3,0,,27,1,
351,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,10,0,1,1,9,2,7
352,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,10,2,0,1,17,4,12
353,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,10,18,13,8,93,146,86
354,Cholera,FOOD/WATER-BORNE DISEASES,2023,10,0,1,0,0,1,1
355,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,10,0,0,0,5,2,4
356,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,10,0,0,0,0,0,0
357,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,10,22,28,32,221,208,249
358,Typhoid,FOOD/WATER-BORNE DISEASES,2023,10,1,0,0,17,10,10
359,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,10,0,0,0,4,0,1
360,Dengue Fever,VECTOR-BORNE DISEASES,2023,10,119,369,145,1974,1958,1894
361,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,10,0,0,0,2,7,7
362,Japanese Encephalitis^,VECTOR-BORNE DISEASES,2023,10,0,0,0,0,0,2
363,Leptospirosis^,VECTOR-BORNE DISEASES,2023,10,3,0,0,13,6,6
364,Malaria,VECTOR-BORNE DISEASES,2023,10,0,0,0,2,1,4
365,Murine Typhus^,VECTOR-BORNE DISEASES,2023,10,1,0,0,2,4,2
366,Nipah virus infection,VECTOR-BORNE DISEASES,2023,10,0,0,0,0,0,0
367,Plague,VECTOR-BORNE DISEASES,2023,10,0,0,0,0,0,0
368,Yellow Fever,VECTOR-BORNE DISEASES,2023,10,0,0,0,0,0,0
369,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,10,0,0,0,0,0,1
370,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,0,0,0,0
371,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,0,0,0,0
372,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,0,0,0,0
373,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,0,0,0,0
374,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,0,7,4,2
375,Measles,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,1,3,0,8
376,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,10,1,2,0,5,11,8
377,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,0,1,1,2
378,Mpox,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,,2,0,
379,Mumps,AIR/DROPLET-BORNE DISEASES,2023,10,1,1,5,32,18,76
380,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,0,2,0,5
381,Pneumococcal Disease (invasive),AIR/DROPLET-BORNE DISEASES,2023,10,2,2,2,26,6,26
382,Rubella,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,0,0,0,0
383,Severe acute respiratory syndrome,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,0,0,0,0
384,Tetanus^,AIR/DROPLET-BORNE DISEASES,2023,10,0,0,0,0,0,0
385,Acute hepatitis B,OTHER DISEASES,2023,10,0,1,1,6,7,8
386,Acute hepatitis C,OTHER DISEASES,2023,10,1,1,1,1,3,3
387,Botulism^,OTHER DISEASES,2023,10,0,0,0,0,0,0
388,Suspect cases tested,MERS-CoV,2023,10,6,0,,90,1,
389,Other patients tested,MERS-CoV,2023,10,10,0,,37,1,
390,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,11,3,0,1,12,2,8
391,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,11,1,0,1,18,4,13
392,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,11,8,18,8,99,164,97
393,Cholera,FOOD/WATER-BORNE DISEASES,2023,11,0,0,0,0,1,1
394,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,11,0,1,0,5,3,4
395,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,11,0,0,0,0,0,0
396,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,11,14,25,32,235,233,281
397,Typhoid,FOOD/WATER-BORNE DISEASES,2023,11,0,0,0,17,10,10
398,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,11,0,0,0,4,0,1
399,Dengue Fever,VECTOR-BORNE DISEASES,2023,11,149,421,129,2123,2379,2003
400,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,11,0,0,0,2,7,7
401,Japanese Encephalitis^,VECTOR-BORNE DISEASES,2023,11,0,0,0,0,0,2
402,Leptospirosis^,VECTOR-BORNE DISEASES,2023,11,1,0,0,14,6,6
403,Malaria,VECTOR-BORNE DISEASES,2023,11,0,0,0,2,1,5
404,Murine Typhus^,VECTOR-BORNE DISEASES,2023,11,0,0,0,2,4,2
405,Nipah virus infection,VECTOR-BORNE DISEASES,2023,11,0,0,0,0,0,0
406,Plague,VECTOR-BORNE DISEASES,2023,11,0,0,0,0,0,0
407,Yellow Fever,VECTOR-BORNE DISEASES,2023,11,0,0,0,0,0,0
408,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,11,0,0,0,0,0,1
409,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,11,0,0,0,0,0,0
410,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,11,0,0,0,0,0,0
411,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,11,0,0,0,0,0,0
412,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,11,0,0,0,0,0,0
413,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,11,0,0,0,7,4,2
414,Measles,AIR/DROPLET-BORNE DISEASES,2023,11,0,0,0,3,0,8
415,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,11,3,0,0,8,11,8
416,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,11,0,0,0,1,1,2
417,Mpox,AIR/DROPLET-BORNE DISEASES,2023,11,0,0,,2,0,
418,Mumps,AIR/DROPLET-BORNE DISEASES,2023,11,3,2,4,35,20,80
419,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,11,0,0,0,2,0,8
420,Pneumococcal Disease (invasive),AIR/DROPLET-BORNE DISEASES,2023,11,1,0,0,27,6,26
421,Rubella,AIR/DROPLET-BORNE DISEASES,2023,11,0,0,0,0,0,0
422,Severe acute respiratory syndrome,AIR/DROPLET-BORNE DISEASES,2023,11,0,0,0,0,0,0
423,Tetanus^,AIR/DROPLET-BORNE DISEASES,2023,11,1,0,0,1,0,0
424,Acute hepatitis B,OTHER DISEASES,2023,11,0,0,0,6,7,10
425,Acute hepatitis C,OTHER DISEASES,2023,11,0,1,0,1,4,4
426,Botulism^,OTHER DISEASES,2023,11,0,0,0,0,0,0
427,Suspect cases tested,MERS-CoV,2023,11,11,0,,101,1,
428,Other patients tested,MERS-CoV,2023,11,6,0,,43,1,
429,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,12,0,0,0,12,2,10
430,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,12,1,1,1,19,5,14
431,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,12,6,20,12,105,184,106
432,Cholera,FOOD/WATER-BORNE DISEASES,2023,12,0,2,0,0,3,1
433,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,12,0,0,0,5,3,4
434,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,12,0,0,0,0,0,0
435,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,12,15,25,30,250,258,311
436,Typhoid,FOOD/WATER-BORNE DISEASES,2023,12,2,1,1,19,11,11
437,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,12,0,0,0,4,0,1
438,Dengue Fever,VECTOR-BORNE DISEASES,2023,12,128,441,120,2252,2820,2099
439,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,12,0,0,0,2,7,7
440,Japanese Encephalitis^,VECTOR-BORNE DISEASES,2023,12,0,0,0,0,0,3
441,Leptospirosis^,VECTOR-BORNE DISEASES,2023,12,2,0,1,16,6,6
442,Malaria,VECTOR-BORNE DISEASES,2023,12,1,1,1,3,2,6
443,Murine Typhus^,VECTOR-BORNE DISEASES,2023,12,0,0,0,2,4,3
444,Nipah virus infection,VECTOR-BORNE DISEASES,2023,12,0,0,0,0,0,0
445,Plague,VECTOR-BORNE DISEASES,2023,12,0,0,0,0,0,0
446,Yellow Fever,VECTOR-BORNE DISEASES,2023,12,0,0,0,0,0,0
447,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,12,0,0,0,0,0,1
448,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,12,0,0,0,0,0,0
449,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,12,0,0,0,0,0,0
450,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,12,0,0,0,0,0,0
451,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,12,0,0,0,0,0,0
452,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,12,0,0,0,7,4,2
453,Measles,AIR/DROPLET-BORNE DISEASES,2023,12,0,0,0,3,0,9
454,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,12,1,0,1,9,11,9
455,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,12,0,0,0,1,1,2
456,Mpox,AIR/DROPLET-BORNE DISEASES,2023,12,1,0,,3,0,
457,Mumps,AIR/DROPLET-BORNE DISEASES,2023,12,5,4,4,40,24,83
458,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,12,0,0,0,2,0,8
459,Pneumococcal Disease (invasive),AIR/DROPLET-BORNE DISEASES,2023,12,4,2,2,31,8,27
460,Rubella,AIR/DROPLET-BORNE DISEASES,2023,12,0,0,0,0,0,0
461,Severe acute respiratory syndrome,AIR/DROPLET-BORNE DISEASES,2023,12,0,0,0,0,0,0
462,Tetanus^,AIR/DROPLET-BORNE DISEASES,2023,12,0,0,0,1,0,0
463,Acute hepatitis B,OTHER DISEASES,2023,12,1,1,1,7,8,11
464,Acute hepatitis C,OTHER DISEASES,2023,12,0,0,0,1,4,4
465,Botulism^,OTHER DISEASES,2023,12,0,0,0,0,0,0
466,Suspect cases tested,MERS-CoV,2023,12,9,0,,110,1,
467,Other patients tested,MERS-CoV,2023,12,6,0,,49,1,
468,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,13,2,1,1,14,3,10
469,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,13,0,1,1,19,6,14
470,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,13,6,17,7,111,201,112
471,Cholera,FOOD/WATER-BORNE DISEASES,2023,13,0,0,0,0,3,1
472,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,13,0,0,0,5,3,4
473,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,13,0,0,0,0,0,0
474,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,13,27,36,32,277,294,333
475,Typhoid,FOOD/WATER-BORNE DISEASES,2023,13,0,3,0,19,14,14
476,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,13,0,0,0,4,0,1
477,Dengue Fever,VECTOR-BORNE DISEASES,2023,13,110,510,113,2362,3330,2198
478,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,13,0,0,0,2,7,7
479,Japanese Encephalitis^,VECTOR-BORNE DISEASES,2023,13,0,0,0,0,0,3
480,Leptospirosis^,VECTOR-BORNE DISEASES,2023,13,2,0,1,18,6,6
481,Malaria,VECTOR-BORNE DISEASES,2023,13,0,0,0,3,2,6
482,Murine Typhus^,VECTOR-BORNE DISEASES,2023,13,0,0,0,2,4,3
483,Nipah virus infection,VECTOR-BORNE DISEASES,2023,13,0,0,0,0,0,0
484,Plague,VECTOR-BORNE DISEASES,2023,13,0,0,0,0,0,0
485,Yellow Fever,VECTOR-BORNE DISEASES,2023,13,0,0,0,0,0,0
486,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,13,0,0,0,0,0,1
487,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,0,0,0,0
488,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,0,0,0,0
489,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,0,0,0,0
490,Haemophilus influenzaetype b,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,0,0,0,0
491,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,0,7,4,2
492,Measles,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,1,3,0,10
493,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,13,2,0,0,11,11,11
494,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,0,1,1,2
495,Mpox,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,,3,0,
496,Mumps,AIR/DROPLET-BORNE DISEASES,2023,13,5,1,7,45,25,90
497,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,0,2,0,8
498,Pneumococcal Disease (invasive),AIR/DROPLET-BORNE DISEASES,2023,13,4,1,1,35,9,28
499,Rubella,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,0,0,0,0
500,Severe acute respiratory syndrome,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,0,0,0,0
501,Tetanus^,AIR/DROPLET-BORNE DISEASES,2023,13,0,0,0,1,0,0
502,Acute hepatitis B,OTHER DISEASES,2023,13,0,1,1,7,9,13
503,Acute hepatitis C,OTHER DISEASES,2023,13,0,1,0,2,5,5
504,Botulism^,OTHER DISEASES,2023,13,0,0,0,0,0,0
505,Suspect cases tested,MERS-CoV,2023,13,0,0,,110,1,
506,Other patients tested,MERS-CoV,2023,13,6,0,,55,1,
507,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,14,0,2,1,14,5,11
508,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,14,2,1,1,21,7,15
509,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,14,2,16,11,113,217,119
510,Cholera,FOOD/WATER-BORNE DISEASES,2023,14,0,3,0,0,6,1
511,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,14,0,0,0,5,3,4
512,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,14,0,0,0,0,0,0
513,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,14,16,33,32,293,327,365
514,Typhoid,FOOD/WATER-BORNE DISEASES,2023,14,0,0,0,19,14,14
515,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,14,0,0,0,4,0,1
516,Dengue Fever,VECTOR-BORNE DISEASES,2023,14,117,642,108,2478,3972,2306
517,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,14,0,1,0,2,8,8
518,Japanese Encephalitis^,VECTOR-BORNE DISEASES,2023,14,0,0,0,0,0,3
519,Leptospirosis^,VECTOR-BORNE DISEASES,2023,14,0,2,1,18,8,8
520,Malaria,VECTOR-BORNE DISEASES,2023,14,0,0,0,3,2,6
521,Murine Typhus^,VECTOR-BORNE DISEASES,2023,14,0,0,0,2,4,3
522,Nipah virus infection,VECTOR-BORNE DISEASES,2023,14,0,0,0,0,0,0
523,Plague,VECTOR-BORNE DISEASES,2023,14,0,0,0,0,0,0
524,Yellow Fever,VECTOR-BORNE DISEASES,2023,14,0,0,0,0,0,0
525,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,14,0,0,0,0,0,1
526,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,14,0,0,0,0,0,0
527,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,14,0,0,0,0,0,0
528,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,14,0,0,0,0,0,0
529,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,14,0,0,0,0,0,0
530,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,14,0,0,0,7,4,3
531,Measles,AIR/DROPLET-BORNE DISEASES,2023,14,0,0,0,3,0,10
532,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,14,1,0,0,11,11,11
533,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,14,0,0,0,1,1,2
534,Mpox,AIR/DROPLET-BORNE DISEASES,2023,14,1,0,,4,0,
535,Mumps,AIR/DROPLET-BORNE DISEASES,2023,14,5,1,5,50,26,95
536,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,14,0,0,1,2,0,9
537,Pneumococcal Disease (invasive),AIR/DROPLET-BORNE DISEASES,2023,14,1,1,1,36,10,30
538,Rubella,AIR/DROPLET-BORNE DISEASES,2023,14,0,0,0,0,0,0
539,Severe acute respiratory syndrome,AIR/DROPLET-BORNE DISEASES,2023,14,0,0,0,0,0,0
540,Tetanus^,AIR/DROPLET-BORNE DISEASES,2023,14,0,0,0,1,0,0
541,Acute hepatitis B,OTHER DISEASES,2023,14,2,0,0,9,9,13
542,Acute hepatitis C,OTHER DISEASES,2023,14,0,1,1,2,6,6
543,Botulism^,OTHER DISEASES,2023,14,0,0,0,0,0,0
544,Suspect cases tested,MERS-CoV,2023,14,3,0,,113,1,
545,Other patients tested,MERS-CoV,2023,14,1,0,,56,1,
546,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,15,0,0,0,14,5,11
547,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,15,3,1,1,24,8,16
548,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,15,6,22,12,119,239,126
549,Cholera,FOOD/WATER-BORNE DISEASES,2023,15,0,0,0,0,6,1
550,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,15,0,1,0,5,4,4
551,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,15,0,0,0,0,0,0
552,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,15,23,34,31,316,361,396
553,Typhoid,FOOD/WATER-BORNE DISEASES,2023,15,1,0,0,20,14,14
554,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,15,0,0,0,4,0,1
555,Dengue Fever,VECTOR-BORNE DISEASES,2023,15,134,733,125,2612,4705,2431
556,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,15,0,1,0,2,9,9
557,Japanese Encephalitis^,VECTOR-BORNE DISEASES,2023,15,0,0,0,0,0,3
558,Leptospirosis^,VECTOR-BORNE DISEASES,2023,15,0,1,1,18,9,9
559,Malaria,VECTOR-BORNE DISEASES,2023,15,0,0,0,3,2,6
560,Murine Typhus^,VECTOR-BORNE DISEASES,2023,15,0,0,0,2,4,3
561,Nipah virus infection,VECTOR-BORNE DISEASES,2023,15,0,0,0,0,0,0
562,Plague,VECTOR-BORNE DISEASES,2023,15,0,0,0,0,0,0
563,Yellow Fever,VECTOR-BORNE DISEASES,2023,15,0,0,0,0,0,0
564,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,15,0,0,0,0,0,1
565,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,0,0,0,0
566,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,0,0,0,0
567,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,0,0,0,0
568,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,0,0,0,0
569,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,0,7,4,4
570,Measles,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,0,3,0,10
571,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,1,11,11,11
572,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,0,1,1,2
573,Mpox,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,,4,0,
574,Mumps,AIR/DROPLET-BORNE DISEASES,2023,15,1,3,3,51,29,97
575,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,0,2,0,9
576,Pneumococcal Disease (invasive),AIR/DROPLET-BORNE DISEASES,2023,15,6,4,0,42,14,30
577,Rubella,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,0,0,0,0
578,Severe acute respiratory syndrome,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,0,0,0,0
579,Tetanus^,AIR/DROPLET-BORNE DISEASES,2023,15,0,0,0,1,0,0
580,Acute hepatitis B,OTHER DISEASES,2023,15,1,1,1,10,10,14
581,Acute hepatitis C,OTHER DISEASES,2023,15,0,1,0,2,7,6
582,Botulism^,OTHER DISEASES,2023,15,0,0,0,0,0,0
583,Suspect cases tested,MERS-CoV,2023,15,1,0,,114,1,
584,Other patients tested,MERS-CoV,2023,15,2,0,,58,1,
585,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,16,1,0,0,15,5,5
586,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,16,0,0,0,22,8,17
587,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,16,15,17,9,134,256,129
588,Cholera,FOOD/WATER-BORNE DISEASES,2023,16,0,0,0,0,6,1
589,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,16,0,0,0,5,4,4
590,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,16,0,0,0,0,0,0
591,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,16,22,38,33,338,399,429
592,Typhoid,FOOD/WATER-BORNE DISEASES,2023,16,0,1,1,20,15,15
593,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,16,0,0,0,4,0,1
594,Dengue Fever,VECTOR-BORNE DISEASES,2023,16,116,942,134,2724,5647,2565
595,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,16,0,0,0,2,9,9
596,Japanese Encephalitis^,VECTOR-BORNE DISEASES,2023,16,0,0,0,0,0,3
597,Leptospirosis^,VECTOR-BORNE DISEASES,2023,16,1,0,0,19,9,9
598,Malaria,VECTOR-BORNE DISEASES,2023,16,0,0,1,3,2,7
599,Murine Typhus^,VECTOR-BORNE DISEASES,2023,16,0,0,0,2,4,3
600,Nipah virus infection,VECTOR-BORNE DISEASES,2023,16,0,0,0,0,0,0
601,Plague,VECTOR-BORNE DISEASES,2023,16,0,0,0,0,0,0
602,Yellow Fever,VECTOR-BORNE DISEASES,2023,16,0,0,0,0,0,0
603,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,16,0,0,0,0,0,1
604,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,16,0,0,0,0,0,0
605,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,16,0,0,0,0,0,0
606,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,16,0,0,0,0,0,0
607,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,16,0,0,0,0,0,0
608,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,16,1,1,0,8,5,5
609,Measles,AIR/DROPLET-BORNE DISEASES,2023,16,1,0,0,4,0,10
610,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,16,2,0,0,13,11,11
611,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,16,0,0,0,1,1,2
612,Mpox,AIR/DROPLET-BORNE DISEASES,2023,16,0,0,,4,0,
613,Mumps,AIR/DROPLET-BORNE DISEASES,2023,16,2,5,5,53,34,100
614,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,16,0,0,1,2,0,10
615,Pneumococcal Disease (invasive),AIR/DROPLET-BORNE DISEASES,2023,16,4,1,1,46,15,31
616,Rubella,AIR/DROPLET-BORNE DISEASES,2023,16,0,0,0,0,0,0
617,Severe acute respiratory syndrome,AIR/DROPLET-BORNE DISEASES,2023,16,0,0,0,0,0,0
